# (x,y) coordinates of a random walk with 6400 points
0 0
-1.38491 0.1872
-1.22421 -1.12877
-2.10184 -2.35085
-3.24878 -3.17328
-2.14141 -2.28942
-2.55795 -3.21615
-2.81573 -2.23476
-1.97084 -3.13272
-2.7125 -1.97545
-3.12108 -2.63498
-3.77067 -3.83277
-2.75962 -3.14091
-2.66213 -3.84537
-1.53002 -3.09547
-2.26848 -3.81737
-2.61339 -3.18119
-2.35482 -4.31295
-3.23601 -3.32491
-3.1001 -3.26854
-2.58055 -3.13566
-2.77295 -2.10746
-2.70746 -2.12557
-1.95287 -1.73144
-0.787615 -2.92032
0.321017 -2.62072
-0.970618 -2.93492
0.0778347 -1.67479
0.392895 -2.52176
0.480411 -2.00831
0.508299 -2.1885
1.20882 -2.57374
1.66844 -2.00771
1.2905 -1.77979
0.746751 -2.09889
1.82223 -2.37
1.04048 -1.96237
0.448406 -1.96391
1.3816 -3.00438
1.85465 -3.80224
2.51523 -2.73094
3.52543 -3.39875
3.55488 -4.22645
3.05052 -2.94956
2.13191 -3.90243
1.22225 -3.32724
0.919033 -2.93458
-0.25214 -3.00815
-1.44498 -3.33094
-0.285688 -1.96064
-1.50573 -2.07204
-0.877541 -0.916535
-2.04223 -1.36039
-3.20686 -0.882822
-2.91722 -0.519567
-1.91359 0.746853
-3.1829 0.127452
-3.60137 1.53407
-3.69294 1.38571
-4.88052 1.57388
-5.09412 2.04413
-5.78671 0.704431
-5.63118 -0.378769
-5.65436 0.870759
-5.6694 1.54092
-6.8341 0.860723
-8.14445 -0.305266
-8.67598 0.588059
-7.66795 1.16387
-8.74388 1.88423
-9.17294 3.02761
-8.58118 2.9381
-7.68575 4.3295
-9.04988 5.29006
-9.80872 6.67962
-9.53814 5.4543
-10.6886 5.85234
-9.87966 4.49354
-10.389 3.23006
-9.36471 2.05066
-8.58275 1.2981
-8.28749 2.32112
-8.48793 2.70754
-8.59061 2.26265
-7.44118 1.60827
-8.09168 1.58491
-7.29208 0.323137
-8.00678 1.49385
-8.42216 1.03724
-9.57277 1.30436
-8.81964 2.42186
-9.58004 1.54702
-8.26439 1.84847
-9.64787 0.943369
-11.0313 0.523372
-11.2601 -0.0746057
-10.6254 -0.0733418
-10.904 0.676537
-11.0599 1.9247
-11.6158 1.14108
-10.5525 1.28574
-9.41598 2.54102
-10.0931 3.1575
-10.8736 2.14327
-9.61833 2.75811
-9.68614 3.44657
-8.59466 2.50857
-8.38378 3.30125
-8.02275 4.46944
-9.20561 4.58494
-8.43473 5.96507
-9.53398 5.32518
-10.1722 4.74126
